연도,호수,발표일,분류,농작물명,병해충유형,방제약,데이터기준일자
2022,제12호,2022-08-16,밭작물,콩,파밤나방,명검(입수)·명타자(유탁)·암메이트(수) 등,2022-12-16
2022,제12호,2022-08-16,밭작물,콩,톱다리개미허리노린재,천하평정(수)·타스타(유)·유토피아(액수) 등,2022-12-16
2022,제12호,2022-08-16,밭작물,더덕,진딧물+차응애,타스타(수)·강써브(수),2022-12-16
2022,제12호,2022-08-16,밭작물,더덕,녹병,시스텐(수)·디펜더(수)·스트로비(액수)·삼공헥사코나졸(액수) 등,2022-12-16
2022,제12호,2022-08-16,밭작물,더덕,점무늬병,오티바(액수)·동방지오판(수)·두루두루(액수) 등,2022-12-16
2022,제13호,2022-08-31,감귤,노지감귤,검은점무늬병,다이센엠-45(수)·머니업(수)·비온셈(수)·일급탄(입수) 등,2022-12-16
2022,제13호,2022-08-31,감귤,노지감귤,궤양병,가스란(수)·탐나라(수)·SG세균박사(액수)+탄산칼슘 200배 등,2022-12-16
2022,제13호,2022-08-31,감귤,노지감귤,귤응애(귤녹응애),비수(액수)·산마루(수)·엔젤팜(액수)·잭팟(액수) 등,2022-12-16
2022,제13호,2022-08-31,감귤,노지감귤,총채벌레류,엑스라지(액수)·볼리암타고(액수)·천하평정(수) 등,2022-12-16
2022,제13호,2022-08-31,감귤,노지감귤,노린재류,오신(수)·똑소리(입상)·세베로(유)·엘산(유) 등,2022-12-16
2022,제13호,2022-08-31,감귤,시설감귤,응애류,노블레스(액수)·마이트킹(액수)·비수(액수)·진격(액수) 등,2022-12-16
2022,제13호,2022-08-31,감귤,시설감귤,총채벌레,팡파레에스(액수)·섹큐어(액수)·엔젤팜(액수) 등,2022-12-16
2022,제13호,2022-08-31,채소,마늘,종구소독,베노밀·티람수화제(큰나락· 삼공베노람),2022-12-16
2022,제13호,2022-08-31,채소,당근,검은잎마름병,다코닐에이스(액수)·보가드(입수)·살림꾼(액수)·탄저도사(액수) 등,2022-12-16
2022,제13호,2022-08-31,채소,당근,나방류해충,런너(액수)·아타브론(유)·프레바톤(수),2022-12-16
2022,제13호,2022-08-31,채소,배추,벼룩잎벌레,벨스모(유)·액설트(액수) 등,2022-12-16
2022,제13호,2022-08-31,채소,배추,무잎벌,색큐어(액상)·빅카드(액수)·유토피아(액수) 등,2022-12-16
2022,제13호,2022-08-31,채소,배추,담배거세미나방,강써브(수)·앨버드(액수)·알지오(유탁)·캡틴(유) 등,2022-12-16
2022,제13호,2022-08-31,채소,배추,배추좀나방,라이몬(액수)·바이킹(수)·에이팜(유)·아타브론(유) 등,2022-12-16
2022,제13호,2022-08-31,채소,양배추,벼룩잎벌레,벨스모(유)·액설트(액수) 등,2022-12-16
2022,제13호,2022-08-31,채소,양배추,담배거세미나방,강써브(수)·앨버드(액수)·알지오(유탁)·캡틴(유) 등,2022-12-16
2022,제13호,2022-08-31,채소,양배추,배추좀나방,라이몬(액수)·바이킹(수)·에이팜(유)·아타브론(유) 등,2022-12-16
2022,제13호,2022-08-31,채소,무,벼룩잎벌레,오신(수)·델리게이트(입수)·세배로(유) 등,2022-12-16
2022,제13호,2022-08-31,채소,무,배추좀나방,라이몬(액수)·바이킹(수)·에이팜(유)·아타브론(유) 등,2022-12-16
2022,제13호,2022-08-31,채소,브로콜리,벼룩잎벌레,엘산(유)·충자비(유) 등,2022-12-16
2022,제13호,2022-08-31,채소,브로콜리,배추좀나방,강써브(수)·앨버드(액수)·엔젤팜(액상) 등,2022-12-16
2022,제13호,2022-08-31,밭작물,콩,균핵마름병,사파이어(액수)·애니팡(액수)·이레이져(액수)·카브리오(유) 등,2022-12-16
2022,제13호,2022-08-31,밭작물,콩,파밤나방,명검(입수)·암메이트(수)·타스타(수)·팔콘(수) 등,2022-12-16
2022,제13호,2022-08-31,밭작물,콩,노린재류,만장일치(수)·명타자(유탁)·스토네스(입수) 등,2022-12-16
2022,제14호,2022-09-15,감귤,노지감귤,검은점무늬병,다이센엠-45(수)·만수무강(액수)·머니업(수) 등,2022-12-16
2022,제14호,2022-09-15,감귤,노지감귤,귤응애(귤녹응애),응애큐(액수)·주움(액수)·응애단(유)·응애스타(액수) 등,2022-12-16
2022,제14호,2022-09-15,감귤,노지감귤,총채벌레류,렘페이지(유)·보스(입수)·슈퍼펀치(액수)·천하평정(수) 등,2022-12-16
2022,제14호,2022-09-15,감귤,노지감귤,노린재류,똑소리(입수)·빅카드(액수)·오신(수)·엘산(유)·스토네트(입수) 등,2022-12-16
2022,제14호,2022-09-15,감귤,노지감귤,초록애매미충,타스타(유),2022-12-16
2022,제14호,2022-09-15,감귤,시설감귤,응애류,노블레스(액수)·마이트킹(액수)·비수(액수)·진격(액수) 등,2022-12-16
2022,제14호,2022-09-15,감귤,시설감귤,총채벌레,명중(유)·섹큐어(액수)·엔젤팜(액수) 등,2022-12-16
2022,제14호,2022-09-15,감귤,시설감귤,나방류,알리세(입수)·알타코아(입수)·유토피아(액수)·프레바톤(수) 등,2022-12-16
2022,제14호,2022-09-15,채소,마늘,종자소독,베노람 티람수화제(큰나락· 삼공베노람),2022-12-16
2022,제14호,2022-09-15,채소,마,흑색썩음균핵병,카스텔란(입)·몬스터(입)·실바코(입)·카디스(입) 등,2022-12-16
2022,제14호,2022-09-15,채소,당근,검은잎마름병,가스란(수)·다코닐에이스(액수)·보가드(입수)·살림꾼(액수) 등,2022-12-16
2022,제14호,2022-09-15,채소,당근,무름병,가스란(수)·메가폰(수)·용마루(수용)·일취월장(수) 등,2022-12-16
2022,제14호,2022-09-15,채소,당근,나방류,라이몬(액수)·런너(액수)·프레바톤(수) 등,2022-12-16
2022,제14호,2022-09-15,채소,배추,벼룩잎벌레,벨스모(유)·엑설트(액수)·토리치(분액) 등,2022-12-16
2022,제14호,2022-09-15,채소,배추,무잎벌,똑소리(입수)·렘페이지(액수)·빅카드(액수) 등,2022-12-16
2022,제14호,2022-09-15,채소,배추,배추좀나방,미네토스타(입수)·슈페리온(미탁)·애니충(액수) 등,2022-12-16
2022,제14호,2022-09-15,채소,배추,파밤나방,나방스타(유)·네이팜(유)·델리게이트(입수)·런너(액수)·벨스모(유) 등,2022-12-16
2022,제14호,2022-09-15,채소,양배추,벼룩잎벌레,벨스모(유)·엑설트(액수)·토리치(분액) 등,2022-12-16
2022,제14호,2022-09-15,채소,양배추,배추좀나방,아타브론(액수)·팬텀(입수) 등,2022-12-16
2022,제14호,2022-09-15,채소,양,파밤나방,나방스타(유)·네이팜(유)·델리게이트(입수)·런너(액수)·벨스모(유) 등,2022-12-16
2022,제14호,2022-09-15,채소,무,벼룩잎벌레,벨스모(유)·엑설트(액수)·토리치(분액) 등,2022-12-16
2022,제14호,2022-09-15,채소,무,무잎벌,다트롤(유탁)·토리치(분액)·프레바톤(수) 등,2022-12-16
2022,제14호,2022-09-15,채소,무,배추좀나방,미네토스타(입수)·슈페리온(미탁)·애니충(액수) 등,2022-12-16
2022,제14호,2022-09-15,채소,무,파밤나방,나방스타(유)·네이팜(유)·델리게이트(입수)·런너(액수)·벨스모(유) 등,2022-12-16
2022,제14호,2022-09-15,채소,브로콜리,벼룩잎벌레,벨스모(유)·엑설트(액수)·토리치(분액) 등,2022-12-16
2022,제14호,2022-09-15,채소,브로콜리,배추좀나방,송골매(수)·에이팜(유) 등,2022-12-16
2022,제14호,2022-09-15,채소,브로콜리,파밤나방,나방스타(유)·네이팜(유)·델리게이트(입수)·런너(액수)·벨스모(유) 등,2022-12-16
2022,제14호,2022-09-15,시설채소,토마토,가루이류,검객(수)·델리게이트(입수)·미네토스타(입수) 등,2022-12-16
2022,제14호,2022-09-15,시설채소,토마토,아메리카잎굴파리,델리게이트(입수)·볼리암타고(액수)·에이팜(유) 등,2022-12-16
2022,제14호,2022-09-15,밭작물,콩,균핵마름병,사파이어(액수)·애니팡(액수)·카브리오(유) 등,2022-12-16
2022,제14호,2022-09-15,밭작물,콩,노린재류+나방류,명타자(유탁)·세베로(유)·스토네트(입수)·유토피아(액수) 등,2022-12-16
2022,제14호,2022-09-15,밭작물,감자,역병,명작(액수)·에이스(수)·케스팅(액.입수)·포룸디(수) 등,2022-12-16
2022,제14호,2022-09-15,밭작물,감자,무름병,가스란(수)·메가폰(입수)·한우물(수용) 등,2022-12-16
2022,제15호,2022-10-04,감귤,노지감귤,귤응애,오마이트(수)·주움(액수)·페로팔(수) 등,2022-12-16
2022,제15호,2022-10-04,감귤,노지감귤,총채벌레류,볼리암타고(액수)·엔젤팜(액수)·팡파레에스(액수) 등,2022-12-16
2022,제15호,2022-10-04,감귤,노지감귤,노린재류,스토네트(입수)·오신(수) 등,2022-12-16
2022,제15호,2022-10-04,감귤,노지감귤,초록애매미충,타스타(유),2022-12-16
2022,제15호,2022-10-04,감귤,하우스감귤(만감류),응애,다이마이트(분액)·마이트킹(액수)·비수(액수)·지존(액수) 등,2022-12-16
2022,제15호,2022-10-04,감귤,하우스감귤(만감류),총채벌레,엑스라지(액수)·슈퍼펀치(액수)·천하평정(수) 등,2022-12-16
2022,제15호,2022-10-04,감귤,하우스감귤(만감류),나방류,알리세(입수)·알타코아(입수)·유토피아(액수)·프레바톤(수) 등,2022-12-16
2022,제15호,2022-10-04,채소,배추,벼룩잎벌레,벨스모(유)·엑설트(액수)·엘산(유)·토리치(분액) 등,2022-12-16
2022,제15호,2022-10-04,채소,배추,무잎벌,똑소리(입수)·빅카드(액수)·유토피아(액수) 등,2022-12-16
2022,제15호,2022-10-04,채소,배추,배추좀나방,미네토스타(입수)·슈페리온(미탁)·애니충(액수) 등,2022-12-16
2022,제15호,2022-10-04,채소,배추,파밤나방,나방스타(유)·동작그만(유)·런너(유)·베네비아(유수) 등,2022-12-16
2022,제15호,2022-10-04,채소,배추,배추흰나비,세배로(유)·적시타(유)·타스타(유)·피레스(유) 등,2022-12-16
2022,제15호,2022-10-04,채소,양배추,벼룩잎벌레,벨스모(유)·엑설트(액수)·엘산(유)·토리치(분액) 등,2022-12-16
2022,제15호,2022-10-04,채소,양배추,배추좀나방,팬텀(입수)·제라진(유),2022-12-16
2022,제15호,2022-10-04,채소,양배추,파밤나방,나방스타(유)·동작그만(유)·런너(유)·베네비아(유수) 등,2022-12-16
2022,제15호,2022-10-04,채소,무,벼룩잎벌레,벨스모(유)·엑설트(액수)·엘산(유)·토리치(분액) 등,2022-12-16
2022,제15호,2022-10-04,채소,무,무잎벌,다트롤(유탁)·토리치(분액)·프레바톤(수) 등,2022-12-16
2022,제15호,2022-10-04,채소,무,배추좀나방,미네토스타(입수)·슈페리온(미탁)·애니충(액수) 등,2022-12-16
2022,제15호,2022-10-04,채소,무,파밤나방,나방스타(유)·동작그만(유)·런너(유)·베네비아(유수) 등,2022-12-16
2022,제15호,2022-10-04,채소,브로콜리,벼룩잎벌레,벨스모(유)·엑설트(액수)·엘산(유)·토리치(분액) 등,2022-12-16
2022,제15호,2022-10-04,채소,브로콜리,배추좀나방,에이팜썬더(유) 등,2022-12-16
2022,제15호,2022-10-04,채소,브로콜리,파밤나방,나방스타(유)·동작그만(유)·런너(유)·베네비아(유수) 등,2022-12-16
2022,제15호,2022-10-04,채소,당근,검은잎마름병,가스란(수)·다코닐에이스(액수)·보가드(입수)·살림꾼(액수) 등,2022-12-16
2022,제15호,2022-10-04,채소,당근,무름병,가스란(수)·농용신(수)·일품(수) 등,2022-12-16
2022,제15호,2022-10-04,채소,당근,나방류,런너(액수)·에이팜(유)·프레바톤(수)·활주로(유) 등,2022-12-16
2022,제15호,2022-10-04,시설채소,토마토,가루이류,검색(수)·델리게이트(입수)·바람탄(유)·팬텀(입수) 등,2022-12-16
2022,제15호,2022-10-04,시설채소,토마토,아메리카잎굴파리,볼리암타고(액수)·에이팜(유)·코난(유) 등,2022-12-16
2022,제15호,2022-10-04,밭작물,감자,역병,다코닐에이스(액수)·명작(액수)·캐스팅(액수.입수)·포룸디(수) 등,2022-12-16
2022,제15호,2022-10-04,밭작물,감자,무름병,가스란(수)·메가폰(입수)·비천무(입수)·한우물(수용) 등,2022-12-16
2022,제16호,2022-10-17,감귤,노지(비가림)감귤,귤응애,오마이트(수)·주움(액수)·페로팔(수) 등,2022-12-16
2022,제16호,2022-10-17,감귤,노지(비가림)감귤,노린재류,똑소리(입수)·빅카드(액수) 등,2022-12-16
2022,제16호,2022-10-17,감귤,노지(비가림)감귤,초록애매미충,타스타(유),2022-12-16
2022,제16호,2022-10-17,감귤,시설만감류,응애,비수(액수)·쌍두마차(액수)·쇼크(액수)·주움(액수) 등,2022-12-16
2022,제16호,2022-10-17,감귤,시설만감류,총채벌레,기발라(입수)·볼리암타고(액수)·엔젤팜(수)·팡파레에스(액수) 등,2022-12-16
2022,제16호,2022-10-17,채소,마늘,흑색썩음균핵병,골드문(입)·삼진왕(미탁)·카스텔란(입)·플레이(유) 등,2022-12-16
2022,제16호,2022-10-17,채소,마늘,뿌리응애,사령탑(유)·스미치온(유)·볼리암타고(액수) 등,2022-12-16
2022,제16호,2022-10-17,채소,쪽파,흑색썩음균핵병,골드문(입)·삼진왕(미탁)·카스텔란(입)·플레이(유) 등,2022-12-16
2022,제16호,2022-10-17,채소,쪽파,파좀나방,라이몬(액수)·런너(액수)·매치(유)·젠타리(입수) 등,2022-12-16
2022,제16호,2022-10-17,채소,양파,흑색썩음균핵병,골드문(입)·삼진왕(미탁)·카스텔란(입)·플레이(유) 등,2022-12-16
2022,제16호,2022-10-17,채소,양파,뿌리응애,세빈(수),2022-12-16
2022,제16호,2022-10-17,채소,배추,노균병,리도밀(수)·젠토팜(수) 등,2022-12-16
2022,제16호,2022-10-17,채소,배추,벼룩잎벌레,벨스모(유)·엑설트(액수)·엘산(유)·토리치(분액) 등,2022-12-16
2022,제16호,2022-10-17,채소,배추,무잎벌,똑소리(입수)·빅카드(액수)·엘산(유)·토리치(분액) 등,2022-12-16
2022,제16호,2022-10-17,채소,배추,배추좀나방,미네토스타(입수)·슈페리온(미탁)·애니충(액수) 등,2022-12-16
2022,제16호,2022-10-17,채소,배추,파밤나방,나방스타(유)·동작그만(유)·런너(유)·베네비아(유수) 등,2022-12-16
2022,제16호,2022-10-17,채소,배추,배추흰나비,세배로(유)·적시타(유)·타스타(유)·피레스(유) 등,2022-12-16
2022,제16호,2022-10-17,채소,양배추,벼룩잎벌레,벨스모(유)·엑설트(액수)·엘산(유)·토리치(분액) 등,2022-12-16
2022,제16호,2022-10-17,채소,양배추,배추좀나방,팬텀(입수)·제라진(유),2022-12-16
2022,제16호,2022-10-17,채소,양배추,파밤나방,나방스타(유)·동작그만(유)·런너(유)·베네비아(유수) 등,2022-12-16
2022,제16호,2022-10-17,채소,양배추,배추흰나비,세배로(유)·적시타(유)·타스타(유)·피레스(유) 등,2022-12-16
2022,제16호,2022-10-17,채소,무,벼룩잎벌레,벨스모(유)·엑설트(액수)·엘산(유)·토리치(분액) 등,2022-12-16
2022,제16호,2022-10-17,채소,무,무잎벌,다트롤(유탁)·토리치(분액)·프레바톤(수) 등,2022-12-16
2022,제16호,2022-10-17,채소,무,배추좀나방,미네토스타(입수)·슈페리온(미탁)·애니충(액수) 등,2022-12-16
2022,제16호,2022-10-17,채소,무,파밤나방,나방스타(유)·동작그만(유)·런너(유)·베네비아(유수) 등,2022-12-16
2022,제16호,2022-10-17,채소,무,배추흰나비,세배로(유)·적시타(유)·타스타(유)·피레스(유) 등,2022-12-16
2022,제16호,2022-10-17,채소,브로콜리,노균병,명작(액수)·캐스팅(액수),2022-12-16
2022,제16호,2022-10-17,채소,브로콜리,벼룩잎벌레,벨스모(유)·엑설트(액수)·엘산(유)·토리치(분액) 등,2022-12-16
2022,제16호,2022-10-17,채소,브로콜리,배추좀나방,에이팜썬더(유) 등,2022-12-16
2022,제16호,2022-10-17,채소,브로콜리,파밤나방,나방스타(유)·동작그만(유)·런너(유)·베네비아(유수) 등,2022-12-16
2022,제16호,2022-10-17,채소,브로콜리,배추흰나비,세배로(유)·적시타(유)·타스타(유)·피레스(유) 등,2022-12-16
2022,제16호,2022-10-17,채소,당근,검은잎마름병,가스란(수)·보가드(입수)·살림꾼(액수) 등,2022-12-16
2022,제16호,2022-10-17,채소,당근,나방류,런너(액수)·에이팜(유)·프레바톤(수) 등,2022-12-16
2022,제16호,2022-10-17,채소,토마토,가루이류,검객(수)·델리게이트(입수)·바람탄(유)·팬텀(입수) 등,2022-12-16
2022,제16호,2022-10-17,채소,토마토,아메리카잎굴파리,코난(유)·볼리암타고(액상)·제라진(유) 등,2022-12-16
2022,제16호,2022-10-17,채소,딸기,흰가루병,산요루(유)·카브리오(액수)·칸투스(입수)·트리후민(수) 등,2022-12-16
2022,제16호,2022-10-17,밭작물,감자,역병,다코닐(수)·명작(액수)·캐스팅(액.입수)·포룸디(수) 등,2022-12-16
2022,제16호,2022-10-17,밭작물,감자,무름병,가스란(수)·메가폰(입수)·한우물(수용) 등,2022-12-16
2022,제16호,2022-10-17,밭작물,감자,풋마름병,이병주 제거하여 포장 밖으로 버림,2022-12-16
2022,제17호,2022-11-14,감귤,노지(비가림)감귤,귤응애,산마루(수)·오마이트(수)·페로팔(수) 등,2022-12-16
2022,제17호,2022-11-14,감귤,노지(비가림)감귤,곰팡이병,머니업(수)·베푸란(액)·스포로곤(수)·해비치(입수) 등,2022-12-16
2022,제17호,2022-11-14,감귤,하우스감귤(만감류),응애,노블레스(액수)·마이트킹(액수)·코드원(액수)·파워샷(액수) 등,2022-12-16
2022,제17호,2022-11-14,감귤,하우스감귤(만감류),총채벌레,비수(액수)·엑스라지(액수)·팡파레에스(액수) 등,2022-12-16
2022,제17호,2022-11-14,채소,쪽파,파좀나방,다트롤(유탁)·프레바톤(수),2022-12-16
2022,제17호,2022-11-14,채소,양파,파좀나방,토리치(분액)·퓨리(유) 등,2022-12-16
2022,제17호,2022-11-14,채소,양파,뿌리응애,리모트(액수)·사령탑(유)·세빈(수) 등,2022-12-16
2022,제17호,2022-11-14,채소,마늘,뿌리응애,리모트(액수)·사령탑(유)·세빈(수) 등,2022-12-16
2022,제17호,2022-11-14,채소,배추,노균병,조르벡바운티(액수)·텔루스(액수)·퀸텍(액수) 등,2022-12-16
2022,제17호,2022-11-14,채소,배추,배추좀나방,라이몬(액수)·벨스모(유)·타스타(수)·토리치(분액)·에이팜(유) 등,2022-12-16
2022,제17호,2022-11-14,채소,양배추,검은썩음병,메가폰(입수)·용마루(수용)·일품(수)·타미나(수) 등,2022-12-16
2022,제17호,2022-11-14,채소,양배추,배추좀나방,라이몬(액수)·벨스모(유)·타스타(수)·토리치(분액)·에이팜(유) 등,2022-12-16
2022,제17호,2022-11-14,채소,양배추,파밤나방,바이킹(수)·벨스모(유)·엑설트(액수) 등,2022-12-16
2022,제17호,2022-11-14,채소,무,노균병,조르벡바운티(액수)·텔루스(액수)·퀸텍(액수) 등,2022-12-16
2022,제17호,2022-11-14,채소,무,배추좀나방,라이몬(액수)·벨스모(유)·타스타(수)·토리치(분액)·에이팜(유) 등,2022-12-16
2022,제17호,2022-11-14,채소,무,파밤나방,알지오·제라진 등,2022-12-16
2022,제17호,2022-11-14,채소,브로콜리,노균병,조르벡바운티(액수)·텔루스(액수)·퀸텍(액수) 등,2022-12-16
2022,제17호,2022-11-14,채소,브로콜리,배추좀나방,라이몬(액수)·벨스모(유)·타스타(수)·토리치(분액)·에이팜(유) 등,2022-12-16
2022,제17호,2022-11-14,채소,브로콜리,파밤나방,라이몬(액수)·델리게이트·런너(액수) 등,2022-12-16
2022,제17호,2022-11-14,채소,당근,검은잎마름병,다코닐에이스(액수)·보가드(입수)·살림꾼(액수)·탄저도사(액수) 등,2022-12-16
2022,제17호,2022-11-14,채소,당근,나방류,라이몬(액수)·아타브론(유)·알지오(유탁)·킹팜골드(유) 등,2022-12-16
2022,제17호,2022-11-14,시설채소,토마토,잿빛곰팡이병,머큐리(액수)·사파이어(액수)·팡파르(수) 등,2022-12-16
2022,제17호,2022-11-14,시설채소,토마토,흰가루병,더마니(수용)·새나리(유)·옵션(액수)·카디스(액수) 등,2022-12-16
2022,제17호,2022-11-14,시설채소,토마토,가루이류,골드윈(액수)·모벤토(액수)·에이팜(유)·오신(수) 등,2022-12-16
2022,제17호,2022-11-14,시설채소,토마토,아메리카잎굴파리,검투사(유)·엑설트(액수)·제왕(액수) 등,2022-12-16
2022,제17호,2022-11-14,시설채소,딸기,잿빛곰팡이병,머큐리(액수)·사파이어(액수)·팡파르(수) 등,2022-12-16
2022,제17호,2022-11-14,시설채소,딸기,흰가루병,더마니(수용)·새나리(유)·옵션(액수)·카디스(액수) 등,2022-12-16
2022,제17호,2022-11-14,밭작물,감자,역병,다코닐(수)·미리카트(액수)·텔루스(액수)·포룸디(수) 등,2022-12-16
2022,제17호,2022-11-14,밭작물,감자,풋마름병,이병주 제거하여 포장 밖으로 버림,2022-12-16
2022,제18호,2022-12-16,감귤류,하우스감귤,잿빛곰팡이병,깨끄탄(수)·벨리스플러스(입상)·카브리오(유)·후론사이드(수) 등,2022-12-16
2022,제18호,2022-12-16,감귤류,하우스감귤,귤응애,기계유(유)·마이트킹(액상)·다이마이트(분액)·지존(액수) 등,2022-12-16
2022,제18호,2022-12-16,감귤류,시설만감류,곰팡이병,벨리스플러스(입수)·벨쿠트(수)·스포르곤(수)·카브리오(유) 등,2022-12-16
2022,제18호,2022-12-16,감귤류,시설만감류,응애,쇼크(액수)·응애스타(액수)·응애큐(액수)·집중마크(액수) 등,2022-12-16
2022,제18호,2022-12-16,감귤류,시설만감류,총채벌레,렘페이지(유)·엑스라지(액수)·비수(액수)·퍼펙트(액수) 등,2022-12-16
2022,제18호,2022-12-16,채소,마늘,세균점무늬병,델란케이(수)·타미나(수) 등,2022-12-16
2022,제18호,2022-12-16,채소,마늘,뿌리응애,사령탑(유)·리모트(액수)·충체포(미탁) 등,2022-12-16
2022,제18호,2022-12-16,채소,양파,뿌리응애,사령탑(유)·리모트(액수)·충체포(미탁) 등,2022-12-16
2022,제18호,2022-12-16,채소,쪽파,뿌리응애,사령탑(유)·리모트(액수)·충체포(미탁) 등,2022-12-16
2022,제18호,2022-12-16,채소,쪽파,파총채벌레,갤럭시(유)·모스피란(수)·엑설트(액수)·제라진(유) 등,2022-12-16
2022,제18호,2022-12-16,채소,양배추,검은썩음병,메가폰(입수)·비천무(입수)·용마루(수용) 등,2022-12-16
2022,제18호,2022-12-16,채소,브로콜리,노균병,카브리오(유)·캐스팅(액수)·텔루스(액수) 등,2022-12-16
2022,제18호,2022-12-16,채소,무,노균병,카브리오(유)·캐스팅(액수)·텔루스(액수) 등,2022-12-16
2022,제18호,2022-12-16,채소,시설토마토,잎곰팡이병,사파이어(액수)·차단(액수)·카디스(액수) 등,2022-12-16
2022,제18호,2022-12-16,채소,시설토마토,잿빛곰팡이병,사파이어(액수)·차단(액수)·카디스(액수) 등,2022-12-16
2022,제18호,2022-12-16,채소,시설토마토,가루이류,골드윈(액수)·당찬(액수)·모벤토(액수)·오신(수) 등,2022-12-16
2022,제18호,2022-12-16,채소,시설딸기,잿빛곰팡이병,사파이어(액수)·머니업(수)·코리스(액수) 등,2022-12-16
2022,제18호,2022-12-16,채소,시설딸기,흰가루병,보가드(입수)·스트로비(액수)·캐스팅(액수) 등,2022-12-16
2022,제18호,2022-12-16,채소,시설딸기,총채벌레,엑설트(액수)·오신(수)·제왕(액수)·팬텀(입수) 등,2022-12-16
